id,latest_ep,name,genre,status,score,review,publish_year,duration,link
4096,11/??,Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete wo Juurin Suru made,Hành động,Đang tiến hành,8.2,217,2024,?? Tập,https://animehay.cam/thong-tin-phim/hazure-waku-no-joutai-ijou-skill-de-saikyou-ni-natta-ore-ga-subete-wo-juurin-suru-made-4096.html
4096,11/??,Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete wo Juurin Suru made,Drama,Đang tiến hành,8.2,217,2024,?? Tập,https://animehay.cam/thong-tin-phim/hazure-waku-no-joutai-ijou-skill-de-saikyou-ni-natta-ore-ga-subete-wo-juurin-suru-made-4096.html
4096,11/??,Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete wo Juurin Suru made,Siêu nhiên,Đang tiến hành,8.2,217,2024,?? Tập,https://animehay.cam/thong-tin-phim/hazure-waku-no-joutai-ijou-skill-de-saikyou-ni-natta-ore-ga-subete-wo-juurin-suru-made-4096.html
4096,11/??,Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete wo Juurin Suru made,Phiêu lưu,Đang tiến hành,8.2,217,2024,?? Tập,https://animehay.cam/thong-tin-phim/hazure-waku-no-joutai-ijou-skill-de-saikyou-ni-natta-ore-ga-subete-wo-juurin-suru-made-4096.html
4095,12/??,Ore wa Subete wo [Parry] Suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai,Anime,Đang tiến hành,8.3,202,2024,?? Tập,https://animehay.cam/thong-tin-phim/ore-wa-subete-wo-parry-suru-gyaku-kanchigai-no-sekai-saikyou-wa-boukensha-ni-naritai-4095.html
4095,12/??,Ore wa Subete wo [Parry] Suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai,Hành động,Đang tiến hành,8.3,202,2024,?? Tập,https://animehay.cam/thong-tin-phim/ore-wa-subete-wo-parry-suru-gyaku-kanchigai-no-sekai-saikyou-wa-boukensha-ni-naritai-4095.html
4095,12/??,Ore wa Subete wo [Parry] Suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai,Siêu nhiên,Đang tiến hành,8.3,202,2024,?? Tập,https://animehay.cam/thong-tin-phim/ore-wa-subete-wo-parry-suru-gyaku-kanchigai-no-sekai-saikyou-wa-boukensha-ni-naritai-4095.html
4095,12/??,Ore wa Subete wo [Parry] Suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai,Phiêu lưu,Đang tiến hành,8.3,202,2024,?? Tập,https://animehay.cam/thong-tin-phim/ore-wa-subete-wo-parry-suru-gyaku-kanchigai-no-sekai-saikyou-wa-boukensha-ni-naritai-4095.html
4093,12/12,Gimai Seikatsu,Anime,Hoàn thành,9.0,179,2024,12 Tập,https://animehay.cam/thong-tin-phim/gimai-seikatsu-4093.html
4093,12/12,Gimai Seikatsu,Tình cảm,Hoàn thành,9.0,179,2024,12 Tập,https://animehay.cam/thong-tin-phim/gimai-seikatsu-4093.html
3247,181/234,Thế Giới Hoàn Mỹ,CN Animation,Đang tiến hành,9.2,2525,2021,234 Tập,https://animehay.cam/thong-tin-phim/the-gioi-hoan-my-3247.html
3247,181/234,Thế Giới Hoàn Mỹ,Tiên hiệp,Đang tiến hành,9.2,2525,2021,234 Tập,https://animehay.cam/thong-tin-phim/the-gioi-hoan-my-3247.html
3247,181/234,Thế Giới Hoàn Mỹ,Kiếm hiệp,Đang tiến hành,9.2,2525,2021,234 Tập,https://animehay.cam/thong-tin-phim/the-gioi-hoan-my-3247.html
3247,181/234,Thế Giới Hoàn Mỹ,Huyền ảo,Đang tiến hành,9.2,2525,2021,234 Tập,https://animehay.cam/thong-tin-phim/the-gioi-hoan-my-3247.html
3506,125/156,Thần Ấn Vương Tọa,CN Animation,Đang tiến hành,8.8,1591,2022,156 Tập,https://animehay.cam/thong-tin-phim/than-an-vuong-toa-3506.html
3506,125/156,Thần Ấn Vương Tọa,Huyền ảo,Đang tiến hành,8.8,1591,2022,156 Tập,https://animehay.cam/thong-tin-phim/than-an-vuong-toa-3506.html
3506,125/156,Thần Ấn Vương Tọa,Dị giới,Đang tiến hành,8.8,1591,2022,156 Tập,https://animehay.cam/thong-tin-phim/than-an-vuong-toa-3506.html
3708,55/91,Sư Huynh À Sư Huynh,CN Animation,Đang tiến hành,9.4,779,2023,91 Tập,https://animehay.cam/thong-tin-phim/su-huynh-a-su-huynh-3708.html
3708,55/91,Sư Huynh À Sư Huynh,Kiếm hiệp,Đang tiến hành,9.4,779,2023,91 Tập,https://animehay.cam/thong-tin-phim/su-huynh-a-su-huynh-3708.html
3708,55/91,Sư Huynh À Sư Huynh,Huyền ảo,Đang tiến hành,9.4,779,2023,91 Tập,https://animehay.cam/thong-tin-phim/su-huynh-a-su-huynh-3708.html
3708,55/91,Sư Huynh À Sư Huynh,[CNA] Hài hước,Đang tiến hành,9.4,779,2023,91 Tập,https://animehay.cam/thong-tin-phim/su-huynh-a-su-huynh-3708.html
