id,name,genre,status,score,review,publish_year,duration,link
4025,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo? OVA,Giả tưởng,Hoàn thành,9.3,173,2013,23 phút,https://animehay.in/thong-tin-phim/mondaiji-tachi-ga-isekai-kara-kuru-sou-desu-yo-ova-2148.html
4025,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo? OVA,Đời thường,Hoàn thành,9.3,173,2013,23 phút,https://animehay.in/thong-tin-phim/mondaiji-tachi-ga-isekai-kara-kuru-sou-desu-yo-ova-2148.html
4025,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo? OVA,Siêu nhiên,Hoàn thành,9.3,173,2013,23 phút,https://animehay.in/thong-tin-phim/mondaiji-tachi-ga-isekai-kara-kuru-sou-desu-yo-ova-2148.html
4025,Hayate no Gotoku! Heaven Is a Place on Earth,Anime,Hoàn thành,9.4,37,2011,106 phút,https://animehay.in/thong-tin-phim/hayate-no-gotoku-heaven-is-a-place-on-earth-2215.html
4025,Hayate no Gotoku! Heaven Is a Place on Earth,Tình cảm,Hoàn thành,9.4,37,2011,106 phút,https://animehay.in/thong-tin-phim/hayate-no-gotoku-heaven-is-a-place-on-earth-2215.html
4025,Hayate no Gotoku! Heaven Is a Place on Earth,Hài hước,Hoàn thành,9.4,37,2011,106 phút,https://animehay.in/thong-tin-phim/hayate-no-gotoku-heaven-is-a-place-on-earth-2215.html
4025,Hayate no Gotoku! Heaven Is a Place on Earth,Harem,Hoàn thành,9.4,37,2011,106 phút,https://animehay.in/thong-tin-phim/hayate-no-gotoku-heaven-is-a-place-on-earth-2215.html
4025,Hayate no Gotoku! OVA,Anime,Hoàn thành,9.2,28,2014,3 Tập,https://animehay.in/thong-tin-phim/hayate-no-gotoku-ova-2216.html
4025,Hayate no Gotoku! OVA,Tình cảm,Hoàn thành,9.2,28,2014,3 Tập,https://animehay.in/thong-tin-phim/hayate-no-gotoku-ova-2216.html
4025,Hayate no Gotoku! OVA,Hài hước,Hoàn thành,9.2,28,2014,3 Tập,https://animehay.in/thong-tin-phim/hayate-no-gotoku-ova-2216.html
4025,Hayate no Gotoku! OVA,Harem,Hoàn thành,9.2,28,2014,3 Tập,https://animehay.in/thong-tin-phim/hayate-no-gotoku-ova-2216.html
